id,name,acronym,red,green,blue,depth,parent_id,parent_acronym,collapse,structure_id_path,in .nrrd,consider,collapse_logical
1098,"Medullary reticular nucleus, dorsal part",MDRNd,0,0,0,7,395,MDRN,0,/997/8/343/1065/354/370/395/1098/,TRUE,0,0
1107,"Medullary reticular nucleus, ventral part",MDRNv,0,0,0,7,395,MDRN,0,/997/8/343/1065/354/370/395/1107/,TRUE,0,0
568,Accessory abducens nucleus,ACVI,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/568/,FALSE,0,0
576,Accessory facial motor nucleus,ACVII,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/576/,TRUE,1,0
640,Efferent vestibular nucleus,EV,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/640/,FALSE,0,0
653,Abducens nucleus,VI,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/653/,TRUE,1,0
661,Facial motor nucleus,VII,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/661/,TRUE,1,0
701,Vestibular nuclei,VNC,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/701/,FALSE,1,0
202,Medial vestibular nucleus,MV,0,0,0,7,701,VNC,0,/997/8/343/1065/354/370/701/202/,TRUE,0,0
209,Lateral vestibular nucleus,LAV,0,0,0,7,701,VNC,0,/997/8/343/1065/354/370/701/209/,TRUE,0,0
217,Superior vestibular nucleus,SUV,0,0,0,7,701,VNC,0,/997/8/343/1065/354/370/701/217/,TRUE,0,0
225,Spinal vestibular nucleus,SPIV,0,0,0,7,701,VNC,0,/997/8/343/1065/354/370/701/225/,TRUE,0,0
76,Interstitial nucleus of the vestibular nerve,INV,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/76/,FALSE,0,0
765,Nucleus x,x,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/765/,TRUE,1,0
773,Hypoglossal nucleus,XII,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/773/,TRUE,1,0
781,Nucleus y,y,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/781/,TRUE,1,0
83,Inferior olivary complex,IO,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/83/,TRUE,1,0
839,Dorsal motor nucleus of the vagus nerve,DMX,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/839/,TRUE,1,0
852,Parvicellular reticular nucleus,PARN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/852/,TRUE,1,0
859,Parasolitary nucleus,PAS,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/859/,TRUE,1,0
887,Efferent cochlear group,ECO,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/887/,FALSE,0,0
938,Paragigantocellular reticular nucleus,PGRN,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/938/,FALSE,1,0
970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,0,0,0,7,938,PGRN,0,/997/8/343/1065/354/370/938/970/,TRUE,0,0
978,"Paragigantocellular reticular nucleus, lateral part",PGRNl,0,0,0,7,938,PGRN,0,/997/8/343/1065/354/370/938/978/,TRUE,0,0
995,Paramedian reticular nucleus,PMR,0,0,0,6,370,MY-mot,0,/997/8/343/1065/354/370/995/,FALSE,0,0
379,"Medulla, behavioral state related",MY-sat,0,0,0,5,354,MY,1,/997/8/343/1065/354/379/,FALSE,0,0
206,Nucleus raphe magnus,RM,0,0,0,6,379,MY-sat,0,/997/8/343/1065/354/379/206/,TRUE,1,1
222,Nucleus raphe obscurus,RO,0,0,0,6,379,MY-sat,0,/997/8/343/1065/354/379/222/,TRUE,1,1
230,Nucleus raphe pallidus,RPA,0,0,0,6,379,MY-sat,0,/997/8/343/1065/354/379/230/,TRUE,1,1
386,"Medulla, sensory related",MY-sen,0,0,0,5,354,MY,1,/997/8/343/1065/354/386/,FALSE,0,0
207,Area postrema,AP,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/207/,TRUE,1,1
429,"Spinal nucleus of the trigeminal, caudal part",SPVC,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/429/,TRUE,1,1
437,"Spinal nucleus of the trigeminal, interpolar part",SPVI,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/437/,TRUE,1,1
445,"Spinal nucleus of the trigeminal, oral part",SPVO,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/445/,TRUE,1,1
45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,0,0,0,7,445,SPVO,0,/997/8/343/1065/354/386/445/45/,FALSE,0,0
53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,0,0,0,7,445,SPVO,0,/997/8/343/1065/354/386/445/53/,FALSE,0,0
61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,0,0,0,7,445,SPVO,0,/997/8/343/1065/354/386/445/61/,FALSE,0,0
69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,0,0,0,7,445,SPVO,0,/997/8/343/1065/354/386/445/69/,FALSE,0,0
77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,0,0,0,7,445,SPVO,0,/997/8/343/1065/354/386/445/77/,FALSE,0,0
589508451,Paratrigeminal nucleus,Pa5,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/589508451/,TRUE,1,1
607,Cochlear nuclei,CN,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/607/,FALSE,1,1
101,Ventral cochlear nucleus,VCO,0,0,0,7,607,CN,0,/997/8/343/1065/354/386/607/101/,TRUE,0,0
112,Granular lamina of the cochlear nuclei,CNlam,0,0,0,7,607,CN,0,/997/8/343/1065/354/386/607/112/,FALSE,0,0
560,"Cochlear nucleus, subpedunclular granular region",CNspg,0,0,0,7,607,CN,0,/997/8/343/1065/354/386/607/560/,FALSE,0,0
96,Dorsal cochlear nucleus,DCO,0,0,0,7,607,CN,0,/997/8/343/1065/354/386/607/96/,TRUE,0,0
642,Nucleus of the trapezoid body,NTB,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/642/,TRUE,1,1
651,Nucleus of the solitary tract,NTS,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/651/,TRUE,1,1
659,"Nucleus of the solitary tract, central part",NTSce,0,0,0,7,651,NTS,0,/997/8/343/1065/354/386/651/659/,FALSE,0,0
666,"Nucleus of the solitary tract, commissural part",NTSco,0,0,0,7,651,NTS,0,/997/8/343/1065/354/386/651/666/,FALSE,0,0
674,"Nucleus of the solitary tract, gelatinous part",NTSge,0,0,0,7,651,NTS,0,/997/8/343/1065/354/386/651/674/,FALSE,0,0
682,"Nucleus of the solitary tract, lateral part",NTSl,0,0,0,7,651,NTS,0,/997/8/343/1065/354/386/651/682/,FALSE,0,0
691,"Nucleus of the solitary tract, medial part",NTSm,0,0,0,7,651,NTS,0,/997/8/343/1065/354/386/651/691/,FALSE,0,0
720,Dorsal column nuclei,DCN,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/720/,FALSE,1,1
1039,Gracile nucleus,GR,0,0,0,7,720,DCN,0,/997/8/343/1065/354/386/720/1039/,TRUE,0,0
711,Cuneate nucleus,CU,0,0,0,7,720,DCN,0,/997/8/343/1065/354/386/720/711/,TRUE,0,0
789,Nucleus z,z,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/789/,FALSE,0,0
903,External cuneate nucleus,ECU,0,0,0,6,386,MY-sen,0,/997/8/343/1065/354/386/903/,TRUE,1,1
771,Pons,P,0,0,0,4,1065,HB,0,/997/8/343/1065/771/,TRUE,1,0
1117,"Pons, behavioral state related",P-sat,0,0,0,5,771,P,1,/997/8/343/1065/771/1117/,FALSE,0,0
146,Pontine reticular nucleus,PRNr,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/146/,TRUE,1,1
147,Locus ceruleus,LC,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/147/,TRUE,1,1
162,Laterodorsal tegmental nucleus,LDT,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/162/,TRUE,1,1
238,Nucleus raphe pontis,RPO,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/238/,TRUE,1,1
350,Subceruleus nucleus,SLC,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/350/,TRUE,1,1
358,Sublaterodorsal nucleus,SLD,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/358/,TRUE,1,1
604,Nucleus incertus,NI,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/604/,TRUE,1,1
679,Superior central nucleus raphe,CS,0,0,0,6,1117,P-sat,0,/997/8/343/1065/771/1117/679/,TRUE,1,1
130,"Superior central nucleus raphe, medial part",CSm,0,0,0,7,679,CS,0,/997/8/343/1065/771/1117/679/130/,FALSE,0,0
137,"Superior central nucleus raphe, lateral part",CSl,0,0,0,7,679,CS,0,/997/8/343/1065/771/1117/679/137/,FALSE,0,0
1132,"Pons, sensory related",P-sen,0,0,0,5,771,P,1,/997/8/343/1065/771/1132/,FALSE,0,0
398,Superior olivary complex,SOC,0,0,0,6,1132,P-sen,0,/997/8/343/1065/771/1132/398/,FALSE,1,1
105,"Superior olivary complex, medial part",SOCm,0,0,0,7,398,SOC,0,/997/8/343/1065/771/1132/398/105/,TRUE,0,0
114,"Superior olivary complex, lateral part",SOCl,0,0,0,7,398,SOC,0,/997/8/343/1065/771/1132/398/114/,TRUE,0,0
122,"Superior olivary complex, periolivary region",POR,0,0,0,7,398,SOC,0,/997/8/343/1065/771/1132/398/122/,TRUE,0,0
612,Nucleus of the lateral lemniscus,NLL,0,0,0,6,1132,P-sen,1,/997/8/343/1065/771/1132/612/,TRUE,1,1
82,"Nucleus of the lateral lemniscus, dorsal part",NLLd,0,0,0,7,612,NLL,0,/997/8/343/1065/771/1132/612/82/,FALSE,0,0
90,"Nucleus of the lateral lemniscus, horizontal part",NLLh,0,0,0,7,612,NLL,0,/997/8/343/1065/771/1132/612/90/,FALSE,0,0
99,"Nucleus of the lateral lemniscus, ventral part",NLLv,0,0,0,7,612,NLL,0,/997/8/343/1065/771/1132/612/99/,FALSE,0,0
7,Principal sensory nucleus of the trigeminal,PSV,0,0,0,6,1132,P-sen,0,/997/8/343/1065/771/1132/7/,TRUE,1,1
867,Parabrachial nucleus,PB,0,0,0,6,1132,P-sen,0,/997/8/343/1065/771/1132/867/,TRUE,1,1
123,Koelliker-Fuse subnucleus,KF,0,0,0,7,867,PB,0,/997/8/343/1065/771/1132/867/123/,TRUE,0,0
881,"Parabrachial nucleus, lateral division",PBl,0,0,0,7,867,PB,0,/997/8/343/1065/771/1132/867/881/,FALSE,0,0
860,"Parabrachial nucleus, lateral division, central lateral part",PBlc,0,0,0,8,881,PBl,0,/997/8/343/1065/771/1132/867/881/860/,FALSE,0,0
868,"Parabrachial nucleus, lateral division, dorsal lateral part",PBld,0,0,0,8,881,PBl,0,/997/8/343/1065/771/1132/867/881/868/,FALSE,0,0
875,"Parabrachial nucleus, lateral division, external lateral part",PBle,0,0,0,8,881,PBl,0,/997/8/343/1065/771/1132/867/881/875/,FALSE,0,0
883,"Parabrachial nucleus, lateral division, superior lateral part",PBls,0,0,0,8,881,PBl,0,/997/8/343/1065/771/1132/867/881/883/,FALSE,0,0
891,"Parabrachial nucleus, lateral division, ventral lateral part",PBlv,0,0,0,8,881,PBl,0,/997/8/343/1065/771/1132/867/881/891/,FALSE,0,0
890,"Parabrachial nucleus, medial division",PBm,0,0,0,7,867,PB,0,/997/8/343/1065/771/1132/867/890/,FALSE,0,0
899,"Parabrachial nucleus, medial division, external medial part",PBme,0,0,0,8,890,PBm,0,/997/8/343/1065/771/1132/867/890/899/,FALSE,0,0
915,"Parabrachial nucleus, medial division, medial medial part",PBmm,0,0,0,8,890,PBm,0,/997/8/343/1065/771/1132/867/890/915/,FALSE,0,0
923,"Parabrachial nucleus, medial division, ventral medial part",PBmv,0,0,0,8,890,PBm,0,/997/8/343/1065/771/1132/867/890/923/,FALSE,0,0
987,"Pons, motor related",P-mot,0,0,0,5,771,P,1,/997/8/343/1065/771/987/,FALSE,0,0
1093,"Pontine reticular nucleus, caudal part",PRNc,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/1093/,TRUE,1,1
280,Barrington's nucleus,B,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/280/,TRUE,1,1
283,Lateral tegmental nucleus,LTN,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/283/,FALSE,0,0
318,Supragenual nucleus,SG,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/318/,TRUE,1,1
462,Superior salivatory nucleus,SSN,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/462/,FALSE,0,0
534,Supratrigeminal nucleus,SUT,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/534/,TRUE,1,1
549009215,Peritrigeminal zone,P5,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/549009215/,TRUE,1,1
549009219,Accessory trigeminal nucleus,Acs5,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/549009219/,TRUE,1,1
549009223,Parvicellular motor 5 nucleus,PC5,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/549009223/,TRUE,1,1
549009227,Intertrigeminal nucleus,I5,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/549009227/,TRUE,1,1
552,"Pontine reticular nucleus, ventral part",PRNv,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/552/,FALSE,0,0
574,Tegmental reticular nucleus,TRN,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/574/,TRUE,1,1
599626927,Posterodorsal tegmental nucleus,PDTg,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/599626927/,TRUE,1,1
621,Motor nucleus of trigeminal,V,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/621/,TRUE,1,1
880,Dorsal tegmental nucleus,DTN,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/880/,TRUE,1,1
898,Pontine central gray,PCG,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/898/,TRUE,1,1
931,Pontine gray,PG,0,0,0,6,987,P-mot,0,/997/8/343/1065/771/987/931/,TRUE,1,1
1129,Interbrain,IB,0,0,0,3,343,BS,0,/997/8/343/1129/,FALSE,0,0
1097,Hypothalamus,HY,0,0,0,4,1129,IB,0,/997/8/343/1129/1097/,TRUE,1,0
10671,Median eminence,ME,0,0,0,5,1097,HY,0,/997/8/343/1129/1097/10671/,TRUE,1,1
141,Periventricular region,PVR,0,0,0,5,1097,HY,1,/997/8/343/1129/1097/141/,FALSE,0,0
1109,Parastrial nucleus,PS,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/1109/,TRUE,1,1
1124,Suprachiasmatic preoptic nucleus,PSCH,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/1124/,FALSE,0,0
126,"Periventricular hypothalamic nucleus, posterior part",PVp,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/126/,TRUE,1,1
133,"Periventricular hypothalamic nucleus, preoptic part",PVpo,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/133/,TRUE,1,1
263,Anteroventral preoptic nucleus,AVP,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/263/,TRUE,1,1
272,Anteroventral periventricular nucleus,AVPV,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/272/,TRUE,1,1
286,Suprachiasmatic nucleus,SCH,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/286/,TRUE,1,1
338,Subfornical organ,SFO,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/338/,TRUE,1,1
347,Subparaventricular zone,SBPV,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/347/,TRUE,1,1
452,Median preoptic nucleus,MEPO,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/452/,TRUE,1,1
523,Medial preoptic area,MPO,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/523/,TRUE,1,1
576073699,Ventromedial preoptic nucleus,VMPO,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/576073699/,TRUE,1,1
689,Ventrolateral preoptic nucleus,VLPO,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/689/,TRUE,1,1
72,Anterodorsal preoptic nucleus,ADP,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/72/,TRUE,1,1
763,Vascular organ of the lamina terminalis,OV,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/763/,TRUE,1,1
80,Anterior hypothalamic area,AHA,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/80/,FALSE,0,0
830,Dorsomedial nucleus of the hypothalamus,DMH,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/830/,TRUE,1,1
668,"Dorsomedial nucleus of the hypothalamus, anterior part",DMHa,0,0,0,7,830,DMH,0,/997/8/343/1129/1097/141/830/668/,FALSE,0,0
676,"Dorsomedial nucleus of the hypothalamus, posterior part",DMHp,0,0,0,7,830,DMH,0,/997/8/343/1129/1097/141/830/676/,FALSE,0,0
684,"Dorsomedial nucleus of the hypothalamus, ventral part",DMHv,0,0,0,7,830,DMH,0,/997/8/343/1129/1097/141/830/684/,FALSE,0,0
914,Posterodorsal preoptic nucleus,PD,0,0,0,6,141,PVR,0,/997/8/343/1129/1097/141/914/,TRUE,1,1
157,Periventricular zone,PVZ,0,0,0,5,1097,HY,1,/997/8/343/1129/1097/157/,FALSE,0,0
118,"Periventricular hypothalamic nucleus, intermediate part",PVi,0,0,0,6,157,PVZ,0,/997/8/343/1129/1097/157/118/,TRUE,1,1
223,Arcuate hypothalamic nucleus,ARH,0,0,0,6,157,PVZ,0,/997/8/343/1129/1097/157/223/,TRUE,1,1
30,"Periventricular hypothalamic nucleus, anterior part",PVa,0,0,0,6,157,PVZ,0,/997/8/343/1129/1097/157/30/,TRUE,1,1
332,Accessory supraoptic group,ASO,0,0,0,6,157,PVZ,0,/997/8/343/1129/1097/157/332/,TRUE,1,1
432,Nucleus circularis,NC,0,0,0,7,332,ASO,0,/997/8/343/1129/1097/157/332/432/,FALSE,0,0
38,Paraventricular hypothalamic nucleus,PVH,0,0,0,6,157,PVZ,0,/997/8/343/1129/1097/157/38/,TRUE,1,1
71,"Paraventricular hypothalamic nucleus, magnocellular division",PVHm,0,0,0,7,38,PVH,0,/997/8/343/1129/1097/157/38/71/,FALSE,0,0
103,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part",PVHpm,0,0,0,8,71,PVHm,0,/997/8/343/1129/1097/157/38/71/103/,FALSE,0,0
652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",PVHpml,0,0,0,9,103,PVHpm,0,/997/8/343/1129/1097/157/38/71/103/652/,FALSE,0,0
660,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",PVHpmm,0,0,0,9,103,PVHpm,0,/997/8/343/1129/1097/157/38/71/103/660/,FALSE,0,0
47,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part",PVHam,0,0,0,8,71,PVHm,0,/997/8/343/1129/1097/157/38/71/47/,FALSE,0,0
79,"Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part",PVHmm,0,0,0,8,71,PVHm,0,/997/8/343/1129/1097/157/38/71/79/,FALSE,0,0
94,"Paraventricular hypothalamic nucleus, parvicellular division",PVHp,0,0,0,7,38,PVH,0,/997/8/343/1129/1097/157/38/94/,FALSE,0,0
110,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",PVHpv,0,0,0,8,94,PVHp,0,/997/8/343/1129/1097/157/38/94/110/,FALSE,0,0
55,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",PVHap,0,0,0,8,94,PVHp,0,/997/8/343/1129/1097/157/38/94/55/,FALSE,0,0
87,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",PVHmpd,0,0,0,8,94,PVHp,0,/997/8/343/1129/1097/157/38/94/87/,FALSE,0,0
390,Supraoptic nucleus,SO,0,0,0,6,157,PVZ,0,/997/8/343/1129/1097/157/390/,TRUE,1,1
290,Hypothalamic lateral zone,LZ,0,0,0,5,1097,HY,1,/997/8/343/1129/1097/290/,TRUE,0,0
173,Retrochiasmatic area,RCH,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/173/,TRUE,1,1
194,Lateral hypothalamic area,LHA,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/194/,TRUE,1,1
226,Lateral preoptic area,LPO,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/226/,TRUE,1,1
356,Preparasubthalamic nucleus,PST,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/356/,TRUE,1,1
364,Parasubthalamic nucleus,PSTN,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/364/,TRUE,1,1
470,Subthalamic nucleus,STN,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/470/,TRUE,1,1
576073704,Perifornical nucleus,PeF,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/576073704/,TRUE,1,1
614,Tuberal nucleus,TU,0,0,0,6,290,LZ,0,/997/8/343/1129/1097/290/614/,TRUE,1,1
797,Zona incerta,ZI,0,0,0,6,290,LZ,1,/997/8/343/1129/1097/290/797/,TRUE,1,1
796,Dopaminergic A13 group,A13,0,0,0,7,797,ZI,0,/997/8/343/1129/1097/290/797/796/,FALSE,0,0
804,Fields of Forel,FF,0,0,0,7,797,ZI,0,/997/8/343/1129/1097/290/797/804/,TRUE,0,0
467,Hypothalamic medial zone,MEZ,0,0,0,5,1097,HY,0,/997/8/343/1129/1097/467/,FALSE,0,0
1004,Ventral premammillary nucleus,PMv,0,0,0,6,467,MEZ,0,/997/8/343/1129/1097/467/1004/,TRUE,1,1
331,Mammillary body,MBO,0,0,0,6,467,MEZ,1,/997/8/343/1129/1097/467/331/,FALSE,1,1
210,Lateral mammillary nucleus,LM,0,0,0,7,331,MBO,0,/997/8/343/1129/1097/467/331/210/,TRUE,0,0
491,Medial mammillary nucleus,MM,0,0,0,7,331,MBO,0,/997/8/343/1129/1097/467/331/491/,FALSE,0,0
606826647,"Medial mammillary nucleus, lateral part",Mml,0,0,0,8,491,MM,0,/997/8/343/1129/1097/467/331/491/606826647/,TRUE,0,0
606826651,"Medial mammillary nucleus, medial part",Mmm,0,0,0,8,491,MM,0,/997/8/343/1129/1097/467/331/491/606826651/,TRUE,0,0
606826655,"Medial mammillary nucleus, posterior part",Mmp,0,0,0,8,491,MM,0,/997/8/343/1129/1097/467/331/491/606826655/,TRUE,0,0
606826659,"Medial mammillary nucleus, dorsal part",Mmd,0,0,0,8,491,MM,0,/997/8/343/1129/1097/467/331/491/606826659/,TRUE,0,0
732,"Medial mammillary nucleus, median part",Mmme,0,0,0,8,491,MM,0,/997/8/343/1129/1097/467/331/491/732/,TRUE,0,0
525,Supramammillary nucleus,SUM,0,0,0,7,331,MBO,0,/997/8/343/1129/1097/467/331/525/,TRUE,0,0
1110,"Supramammillary nucleus, lateral part",SUMl,0,0,0,8,525,SUM,0,/997/8/343/1129/1097/467/331/525/1110/,FALSE,0,0
1118,"Supramammillary nucleus, medial part",SUMm,0,0,0,8,525,SUM,0,/997/8/343/1129/1097/467/331/525/1118/,FALSE,0,0
557,Tuberomammillary nucleus,TM,0,0,0,7,331,MBO,0,/997/8/343/1129/1097/467/331/557/,FALSE,0,0
1,"Tuberomammillary nucleus, ventral part",TMv,0,0,0,8,557,TM,0,/997/8/343/1129/1097/467/331/557/1/,TRUE,0,0
1126,"Tuberomammillary nucleus, dorsal part",TMd,0,0,0,8,557,TM,0,/997/8/343/1129/1097/467/331/557/1126/,TRUE,0,0
515,Medial preoptic nucleus,MPN,0,0,0,6,467,MEZ,1,/997/8/343/1129/1097/467/515/,TRUE,1,1
740,"Medial preoptic nucleus, central part",MPNc,0,0,0,7,515,MPN,0,/997/8/343/1129/1097/467/515/740/,FALSE,0,0
748,"Medial preoptic nucleus, lateral part",MPNl,0,0,0,7,515,MPN,0,/997/8/343/1129/1097/467/515/748/,FALSE,0,0
756,"Medial preoptic nucleus, medial part",MPNm,0,0,0,7,515,MPN,0,/997/8/343/1129/1097/467/515/756/,FALSE,0,0
63,"Paraventricular hypothalamic nucleus, descending division",PVHd,0,0,0,6,467,MEZ,0,/997/8/343/1129/1097/467/63/,TRUE,1,1
439,"Paraventricular hypothalamic nucleus, descending division, dorsal parvicellular part",PVHdp,0,0,0,7,63,PVHd,0,/997/8/343/1129/1097/467/63/439/,FALSE,0,0
447,"Paraventricular hypothalamic nucleus, descending division, forniceal part",PVHf,0,0,0,7,63,PVHd,0,/997/8/343/1129/1097/467/63/447/,FALSE,0,0
455,"Paraventricular hypothalamic nucleus, descending division, lateral parvicellular part",PVHlp,0,0,0,7,63,PVHd,0,/997/8/343/1129/1097/467/63/455/,FALSE,0,0
464,"Paraventricular hypothalamic nucleus, descending division, medial parvicellular part, ventral zone",PVHmpv,0,0,0,7,63,PVHd,0,/997/8/343/1129/1097/467/63/464/,FALSE,0,0
693,Ventromedial hypothalamic nucleus,VMH,0,0,0,6,467,MEZ,0,/997/8/343/1129/1097/467/693/,TRUE,1,1
761,"Ventromedial hypothalamic nucleus, anterior part",VMHa,0,0,0,7,693,VMH,0,/997/8/343/1129/1097/467/693/761/,FALSE,0,0
769,"Ventromedial hypothalamic nucleus, central part",VMHc,0,0,0,7,693,VMH,0,/997/8/343/1129/1097/467/693/769/,FALSE,0,0
777,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,0,0,0,7,693,VMH,0,/997/8/343/1129/1097/467/693/777/,FALSE,0,0
785,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,0,0,0,7,693,VMH,0,/997/8/343/1129/1097/467/693/785/,FALSE,0,0
88,Anterior hypothalamic nucleus,AHN,0,0,0,6,467,MEZ,0,/997/8/343/1129/1097/467/88/,TRUE,1,1
700,"Anterior hypothalamic nucleus, anterior part",AHNa,0,0,0,7,88,AHN,0,/997/8/343/1129/1097/467/88/700/,FALSE,0,0
708,"Anterior hypothalamic nucleus, central part",AHNc,0,0,0,7,88,AHN,0,/997/8/343/1129/1097/467/88/708/,FALSE,0,0
716,"Anterior hypothalamic nucleus, dorsal part",AHNd,0,0,0,7,88,AHN,0,/997/8/343/1129/1097/467/88/716/,FALSE,0,0
724,"Anterior hypothalamic nucleus, posterior part",AHNp,0,0,0,7,88,AHN,0,/997/8/343/1129/1097/467/88/724/,FALSE,0,0
946,Posterior hypothalamic nucleus,PH,0,0,0,6,467,MEZ,0,/997/8/343/1129/1097/467/946/,TRUE,1,1
980,Dorsal premammillary nucleus,PMd,0,0,0,6,467,MEZ,0,/997/8/343/1129/1097/467/980/,TRUE,1,1
549,Thalamus,TH,0,0,0,4,1129,IB,0,/997/8/343/1129/549/,TRUE,1,0
856,"Thalamus, polymodal association cortex related",DORpm,0,0,0,5,549,TH,0,/997/8/343/1129/549/856/,FALSE,0,0
1014,"Geniculate group, ventral thalamus",GENv,0,0,0,6,856,DORpm,0,/997/8/343/1129/549/856/1014/,FALSE,0,0
178,Ventral part of the lateral geniculate complex,LGv,0,0,0,7,1014,GENv,1,/997/8/343/1129/549/856/1014/178/,TRUE,1,1
300,"Ventral part of the lateral geniculate complex, lateral zone",LGvl,0,0,0,8,178,LGv,0,/997/8/343/1129/549/856/1014/178/300/,FALSE,0,0
